date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:26:52	4626/4626	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-1212%22	https://codemirror.net/try/	C:/Users/Admin/Desktop/codemirror/codemirror.net/try/index.html	(from https://codemirror.net/)
12:26:52	4084/4084	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-ff4%22	https://codemirror.net/style/logo/desmos.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/desmos.svg	(from https://codemirror.net/)
12:26:52	1803/1803	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-70b%22	https://codemirror.net/style/logo/holmusk.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/holmusk.svg	(from https://codemirror.net/)
12:26:53	2999/2999	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-bb7%22	https://codemirror.net/style/logo/replit.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/replit.svg	(from https://codemirror.net/)
12:26:53	4520/4520	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-11a8%22	https://codemirror.net/style/logo/sourcegraph.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/sourcegraph.svg	(from https://codemirror.net/)
12:26:53	8287/8287	---MCZ	200	added ('OK')	text/html	etag:W/%22655b2dbb-205f%22	https://codemirror.net/5/	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/index.html	(from https://codemirror.net/)
12:26:53	3833/3833	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-ef9%22	https://codemirror.net/style/logo/wikimedia.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/wikimedia.svg	(from https://codemirror.net/)
12:26:53	7285/7285	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-1c75%22	https://codemirror.net/style/logo/airplane.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/airplane.svg	(from https://codemirror.net/)
12:26:54	3473/3473	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-d91%22	https://codemirror.net/style/logo/cargo.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/cargo.svg	(from https://codemirror.net/)
12:26:54	390/390	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-186%22	https://codemirror.net/style/logo/codepen.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/codepen.svg	(from https://codemirror.net/)
12:26:54	10422/10422	---MCZ	200	added ('OK')	image/png	etag:W/%2262d93f0d-28b6%22	https://codemirror.net/style/logo/dataiku.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/dataiku.png	(from https://codemirror.net/)
12:26:54	7776/7776	---MCZ	200	added ('OK')	image/png	etag:W/%2265c360a1-1e60%22	https://codemirror.net/style/logo/labware.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/labware.png	(from https://codemirror.net/)
12:26:54	4742/4742	---MCZ	200	added ('OK')	image/png	etag:W/%2262d93f0d-1286%22	https://codemirror.net/style/logo/overleaf.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/overleaf.png	(from https://codemirror.net/)
12:26:54	692541/692541	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-a913d%22	https://codemirror.net/docs/ref/	C:/Users/Admin/Desktop/codemirror/codemirror.net/docs/ref/index.html	(from https://codemirror.net/)
12:26:55	3000/3000	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-bb8%22	https://codemirror.net/style/logo/prisma.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/prisma.svg	(from https://codemirror.net/)
12:26:55	20929/20929	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-51c1%22	https://codemirror.net/examples/lang-package/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/lang-package/index.html	(from https://codemirror.net/)
12:26:55	1535/1535	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-5ff%22	https://codemirror.net/style/logo/rockset.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/rockset.svg	(from https://codemirror.net/)
12:26:55	2805/2805	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-af5%22	https://codemirror.net/style/logo/4me.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/4me.svg	(from https://codemirror.net/)
12:26:55	2274/2274	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-8e2%22	https://codemirror.net/style/logo/anvil.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/anvil.svg	(from https://codemirror.net/)
12:26:55	13405/13405	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-345d%22	https://codemirror.net/style/logo/artcompiler.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/artcompiler.svg	(from https://codemirror.net/)
12:26:56	3269/3269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22656895d3-cc5%22	https://codemirror.net/style/logo/basedash.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/basedash.svg	(from https://codemirror.net/)
12:26:56	3520/3520	---MCZ	200	added ('OK')	image/png	etag:W/%2262d93f0d-dc0%22	https://codemirror.net/style/logo/buildkite.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/buildkite.png	(from https://codemirror.net/)
12:26:56	22421/22421	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-5795%22	https://codemirror.net/examples/autocompletion/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/autocompletion/index.html	(from https://codemirror.net/)
12:26:56	12298/12298	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-300a%22	https://codemirror.net/style/logo/executeprogram.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/executeprogram.svg	(from https://codemirror.net/)
12:26:56	1881/1881	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-759%22	https://codemirror.net/style/logo/jetbrains.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/jetbrains.svg	(from https://codemirror.net/)
12:26:56	3824/3824	---MCZ	200	added ('OK')	image/png	etag:W/%2262d93f0d-ef0%22	https://codemirror.net/style/logo/nuclino.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/nuclino.png	(from https://codemirror.net/)
12:26:57	2734/2734	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264c9bc49-aae%22	https://codemirror.net/style/logo/obsidian.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/obsidian.svg	(from https://codemirror.net/)
12:26:57	22583/22583	---MCZ	200	added ('OK')	image/png	etag:W/%2262d93f0d-5837%22	https://codemirror.net/style/logo/pobox.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/pobox.png	(from https://codemirror.net/)
12:26:57	77799/77799	---MCZ	200	added ('OK')	text/html	etag:W/%22668252da-12fe7%22	https://codemirror.net/docs/guide/	C:/Users/Admin/Desktop/codemirror/codemirror.net/docs/guide/index.html	(from https://codemirror.net/)
12:26:57	1636/1636	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-664%22	https://codemirror.net/examples/million/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/million/index.html	(from https://codemirror.net/)
12:26:57	12957/12957	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262d93f0d-329d%22	https://codemirror.net/style/logo/primo.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/primo.svg	(from https://codemirror.net/)
12:26:58	13488/13488	---MCZ	200	added ('OK')	image/png	etag:W/%226363a0fa-34b0%22	https://codemirror.net/style/logo/resources.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/resources.png	(from https://codemirror.net/)
12:26:58	4469/4469	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22667fbbd9-1175%22	https://codemirror.net/style/logo/route4me.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/route4me.svg	(from https://codemirror.net/)
12:26:58	53754/53754	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-d1fa%22	https://codemirror.net/examples/decoration/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/decoration/index.html	(from https://codemirror.net/)
12:26:58	2244/2244	---MCZ	200	added ('OK')	image/png	etag:W/%2262d93f0d-8c4%22	https://codemirror.net/style/logo/superhi.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/superhi.png	(from https://codemirror.net/)
12:26:58	11992/11992	---MCZ	200	added ('OK')	image/png	etag:W/%2262d93f0d-2ed8%22	https://codemirror.net/style/logo/supernotes.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/supernotes.png	(from https://codemirror.net/)
12:26:58	344/344	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22653cbfe6-158%22	https://codemirror.net/style/logo/system-init.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/system-init.svg	(from https://codemirror.net/)
12:26:59	2650/2650	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265c6a86a-a5a%22	https://codemirror.net/style/logo/uibakery.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/uibakery.svg	(from https://codemirror.net/)
12:26:59	28059/28059	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-6d9b%22	https://codemirror.net/examples/styling/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/styling/index.html	(from https://codemirror.net/)
12:26:59	3737/3737	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265442b45-e99%22	https://codemirror.net/style/logo/val.svg	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/logo/val.svg	(from https://codemirror.net/)
12:26:59	9119/9119	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-239f%22	https://codemirror.net/examples/translate/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/translate/index.html	(from https://codemirror.net/)
12:26:59	53338/53338	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-d05a%22	https://codemirror.net/examples/collab/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/collab/index.html	(from https://codemirror.net/)
12:26:59	4550/4550	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-11c6%22	https://codemirror.net/examples/ie11/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/ie11/index.html	(from https://codemirror.net/)
12:27:00	11893/11893	---MCZ	200	added ('OK')	text/html	etag:W/%22668252da-2e75%22	https://codemirror.net/docs/community/	C:/Users/Admin/Desktop/codemirror/codemirror.net/docs/community/index.html	(from https://codemirror.net/)
12:27:00	18680/18680	---MCZ	200	added ('OK')	font/woff2	etag:W/%2262d93f0d-48f8%22	https://codemirror.net/style/font/merriweather_bold.woff2	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/font/merriweather_bold.woff2	(from https://codemirror.net/style/site.css)
12:27:00	14308/14308	---MCZ	200	added ('OK')	font/woff2	etag:W/%2262d93f0d-37e4%22	https://codemirror.net/style/font/source_sans.woff2	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/font/source_sans.woff2	(from https://codemirror.net/style/site.css)
12:27:00	13992/13992	---MCZ	200	added ('OK')	font/woff2	etag:W/%2262d93f0d-36a8%22	https://codemirror.net/style/font/source_sans_semibold.woff2	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/font/source_sans_semibold.woff2	(from https://codemirror.net/style/site.css)
12:27:01	13980/13980	---MCZ	200	added ('OK')	font/woff2	etag:W/%2262d93f0d-369c%22	https://codemirror.net/style/font/source_sans_italic.woff2	C:/Users/Admin/Desktop/codemirror/codemirror.net/style/font/source_sans_italic.woff2	(from https://codemirror.net/style/site.css)
12:27:01	11351/11351	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-2c57%22	https://codemirror.net/examples/bundle/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/bundle/index.html	(from https://codemirror.net/examples/)
12:27:01	32818/32818	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-8032%22	https://codemirror.net/examples/config/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/config/index.html	(from https://codemirror.net/examples/)
12:27:01	6019/6019	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-1783%22	https://codemirror.net/examples/tab/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/tab/index.html	(from https://codemirror.net/examples/)
12:27:01	18585/18585	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-4899%22	https://codemirror.net/examples/mixed-language/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/mixed-language/index.html	(from https://codemirror.net/examples/)
12:27:03	239828/239828	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668252e0-3a8d4%22	https://codemirror.net/try/try.js	C:/Users/Admin/Desktop/codemirror/codemirror.net/try/try.js	(from https://codemirror.net/try/)
12:27:03	6945/6945	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-1b21%22	https://codemirror.net/examples/selection/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/selection/index.html	(from https://codemirror.net/examples/)
12:27:03	10474/10474	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-28ea%22	https://codemirror.net/examples/change/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/change/index.html	(from https://codemirror.net/examples/)
12:27:03	23374/23374	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-5b4e%22	https://codemirror.net/examples/bidi/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/bidi/index.html	(from https://codemirror.net/examples/)
12:27:03	42377/42377	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-a589%22	https://codemirror.net/examples/inverted-effect/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/inverted-effect/index.html	(from https://codemirror.net/examples/)
12:27:04	8720/8720	---MCZ	200	added ('OK')	text/css	etag:W/%2261d094e5-2210%22	https://codemirror.net/5/lib/codemirror.css	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/lib/codemirror.css	(from https://codemirror.net/5/)
12:27:04	18614/18614	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-48b6%22	https://codemirror.net/examples/split/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/split/index.html	(from https://codemirror.net/examples/)
12:27:04	3315/3315	---MCZ	200	added ('OK')	text/css	etag:W/%2262a05284-cf3%22	https://codemirror.net/5/doc/docs.css	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/doc/docs.css	(from https://codemirror.net/5/)
12:27:04	18702/18702	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-490e%22	https://codemirror.net/examples/zebra/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/zebra/index.html	(from https://codemirror.net/examples/)
12:27:04	24407/24407	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-5f57%22	https://codemirror.net/examples/gutter/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/gutter/index.html	(from https://codemirror.net/examples/)
12:27:05	402012/402012	---MCZ	200	added ('OK')	application/javascript	etag:W/%226628a262-6225c%22	https://codemirror.net/5/lib/codemirror.js	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/lib/codemirror.js	(from https://codemirror.net/5/)
12:27:05	13353/13353	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a056c6-3429%22	https://codemirror.net/5/mode/xml/xml.js	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/mode/xml/xml.js	(from https://codemirror.net/5/)
12:27:05	21902/21902	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-558e%22	https://codemirror.net/examples/panel/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/panel/index.html	(from https://codemirror.net/examples/)
12:27:05	38894/38894	---MCZ	200	added ('OK')	application/javascript	etag:W/%22635926c4-97ee%22	https://codemirror.net/5/mode/javascript/javascript.js	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/mode/javascript/javascript.js	(from https://codemirror.net/5/)
12:27:05	24240/24240	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-5eb0%22	https://codemirror.net/examples/tooltip/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/tooltip/index.html	(from https://codemirror.net/examples/)
12:27:05	40492/40492	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b947ab-9e2c%22	https://codemirror.net/5/mode/css/css.js	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/mode/css/css.js	(from https://codemirror.net/5/)
12:27:05	5688/5688	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a056c5-1638%22	https://codemirror.net/5/mode/htmlmixed/htmlmixed.js	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/mode/htmlmixed/htmlmixed.js	(from https://codemirror.net/5/)
12:27:06	6818/6818	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a056c5-1aa2%22	https://codemirror.net/5/addon/edit/matchbrackets.js	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/addon/edit/matchbrackets.js	(from https://codemirror.net/5/)
12:27:06	9219/9219	---MCZ	200	added ('OK')	text/html	etag:W/%22668252dd-2403%22	https://codemirror.net/examples/lint/	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/lint/index.html	(from https://codemirror.net/examples/)
12:27:06	1897/1897	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255d488e6-769%22	https://codemirror.net/5/doc/activebookmark.js	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/doc/activebookmark.js	(from https://codemirror.net/5/)
12:27:06	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2017:27:06%20GMT	https://codemirror.net/5	C:/Users/Admin/Desktop/codemirror/codemirror.net/5	(from https://codemirror.net/5/)
12:27:06	9310/9310	---MCZ	200	added ('OK')	image/png	etag:W/%2255d488e6-245e%22	https://codemirror.net/5/doc/logo.png	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/doc/logo.png	(from https://codemirror.net/5/)
12:27:07	15205/15205	---MCZ	200	added ('OK')	text/html	etag:W/%22668252da-3b65%22	https://codemirror.net/docs/extensions/	C:/Users/Admin/Desktop/codemirror/codemirror.net/docs/extensions/index.html	(from https://codemirror.net/docs/)
12:27:07	217198/217198	---MCZ	200	added ('OK')	text/html	etag:W/%22655b2dbb-3506e%22	https://codemirror.net/5/doc/manual.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/doc/manual.html	(from https://codemirror.net/5/)
12:27:07	8367/8367	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-20af%22	https://codemirror.net/5/mode/index.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/mode/index.html	(from https://codemirror.net/5/)
12:27:07	58643/58643	---MCZ	200	added ('OK')	text/html	etag:W/%22668252da-e513%22	https://codemirror.net/docs/migration/	C:/Users/Admin/Desktop/codemirror/codemirror.net/docs/migration/index.html	(from https://codemirror.net/docs/)
12:27:07	4292/4292	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-10c4%22	https://codemirror.net/5/demo/complete.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/complete.html	(from https://codemirror.net/5/)
12:27:07	5790/5790	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-169e%22	https://codemirror.net/5/demo/folding.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/folding.html	(from https://codemirror.net/5/)
12:27:08	7530/7530	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-1d6a%22	https://codemirror.net/5/demo/theme.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/theme.html	(from https://codemirror.net/5/)
12:27:08	3430/3430	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-d66%22	https://codemirror.net/5/mode/htmlmixed/index.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/mode/htmlmixed/index.html	(from https://codemirror.net/5/)
12:27:08	4910/4910	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-132e%22	https://codemirror.net/5/demo/bidi.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/bidi.html	(from https://codemirror.net/5/)
12:27:08	260120/260120	---MCZ	200	added ('OK')	text/html	etag:W/%22668252da-3f818%22	https://codemirror.net/docs/changelog/	C:/Users/Admin/Desktop/codemirror/codemirror.net/docs/changelog/index.html	(from https://codemirror.net/docs/)
12:27:08	2055/2055	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-807%22	https://codemirror.net/5/demo/variableheight.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/variableheight.html	(from https://codemirror.net/5/)
12:27:08	4530/4530	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-11b2%22	https://codemirror.net/5/demo/search.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/search.html	(from https://codemirror.net/5/)
12:27:09	3997/3997	---MCZ	200	added ('OK')	text/html	etag:W/%2262d68e16-f9d%22	https://codemirror.net/5/demo/vim.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/vim.html	(from https://codemirror.net/5/)
12:27:09	2493/2493	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-9bd%22	https://codemirror.net/5/demo/emacs.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/emacs.html	(from https://codemirror.net/5/)
12:27:09	2830/2830	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-b0e%22	https://codemirror.net/5/demo/sublime.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/sublime.html	(from https://codemirror.net/5/)
12:27:09	4534/4534	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-11b6%22	https://codemirror.net/5/demo/tern.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/tern.html	(from https://codemirror.net/5/)
12:27:10	4185/4185	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-1059%22	https://codemirror.net/5/demo/merge.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/merge.html	(from https://codemirror.net/5/)
12:27:10	3466/3466	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-d8a%22	https://codemirror.net/5/demo/fullscreen.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/fullscreen.html	(from https://codemirror.net/5/)
12:27:10	5015/5015	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-1397%22	https://codemirror.net/5/demo/simplescrollbars.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/simplescrollbars.html	(from https://codemirror.net/5/)
12:27:11	161452/161452	---MCZ	200	added ('OK')	text/html	etag:W/%22655b2dbb-276ac%22	https://codemirror.net/5/doc/releases.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/doc/releases.html	(from https://codemirror.net/5/)
12:27:11	3691/3691	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-e6b%22	https://codemirror.net/5/demo/xmlcomplete.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/xmlcomplete.html	(from https://codemirror.net/5/)
12:27:11	3552/3552	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-de0%22	https://codemirror.net/5/demo/buffers.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/buffers.html	(from https://codemirror.net/5/)
12:27:11	1517906/1517906	---MCZ	200	added ('OK')	application/zip	etag:W/%22655b2dd7-172952%22	https://codemirror.net/5/codemirror.zip	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/codemirror.zip	(from https://codemirror.net/5/)
12:27:11	1346/1346	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-542%22	https://codemirror.net/5/demo/resize.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/resize.html	(from https://codemirror.net/5/)
12:27:12	1473/1473	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-5c1%22	https://codemirror.net/5/demo/marker.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/demo/marker.html	(from https://codemirror.net/5/)
12:27:12	1113/1113	---MCZ	200	added ('OK')	text/plain	etag:W/%2263cf8808-459%22	https://codemirror.net/5/LICENSE	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/LICENSE	(from https://codemirror.net/5/)
12:27:12	18523/18523	---MCZ	200	added ('OK')	text/html	etag:W/%2262f4ba00-485b%22	https://codemirror.net/5/doc/realworld.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/doc/realworld.html	(from https://codemirror.net/5/)
12:27:12	2048/2048	---MCZ	200	added ('OK')	text/html	etag:W/%2262a056c5-800%22	https://codemirror.net/5/doc/reporting.html	C:/Users/Admin/Desktop/codemirror/codemirror.net/5/doc/reporting.html	(from https://codemirror.net/5/)
12:27:13	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2017:27:13%20GMT	https://codemirror.net/examples/collab	C:/Users/Admin/Desktop/codemirror/codemirror.net/examples/collab	(from https://codemirror.net/docs/ref/)
